City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
189,Luchegorsk,RU,2020-04-19 15:56:29,46.48,134.26,48.38,56,100,7.85,overcast clouds,0.0,0.0
190,Iqaluit,CA,2020-04-19 15:54:44,63.75,-68.51,-4.0,70,5,2.24,clear sky,0.0,0.0
191,Asau,RO,2020-04-19 15:49:44,46.43,26.4,57.2,62,75,6.93,broken clouds,0.0,0.0
192,Nanortalik,GL,2020-04-19 15:53:47,60.14,-45.24,29.48,89,14,14.0,few clouds,0.0,0.0
193,Mamallapuram,IN,2020-04-19 15:56:30,12.63,80.17,86.0,79,20,8.05,few clouds,0.0,0.0
194,Caravelas,BR,2020-04-19 15:51:48,-17.71,-39.25,77.56,80,90,17.6,light rain,0.75,0.0
195,Damara,CF,2020-04-19 15:56:31,4.96,18.7,87.8,62,75,5.82,broken clouds,0.0,0.0
196,Rocha,UY,2020-04-19 15:54:15,-34.48,-54.33,71.83,63,0,8.59,clear sky,0.0,0.0
197,Hennenman,ZA,2020-04-19 15:56:31,-27.98,27.02,75.0,53,0,6.26,clear sky,0.0,0.0
198,San Patricio,MX,2020-04-19 15:50:09,19.22,-104.7,77.0,78,5,3.42,clear sky,0.0,0.0
199,Cavalcante,BR,2020-04-19 15:56:32,-13.8,-47.46,76.82,57,98,6.67,light rain,0.27,0.0
200,Tabuk,PH,2020-04-19 15:56:32,17.42,121.44,76.66,83,100,2.06,light rain,1.84,0.0
201,Muisne,EC,2020-04-19 15:56:32,0.6,-80.03,82.4,83,75,5.82,broken clouds,0.0,0.0
202,Xam Nua,LA,2020-04-19 15:56:32,20.42,104.04,73.04,43,49,2.44,scattered clouds,0.0,0.0
203,Dunstable,GB,2020-04-19 15:56:33,51.89,-0.52,61.0,38,0,14.99,clear sky,0.0,0.0
204,Manta,EC,2020-04-19 15:46:55,-0.95,-80.73,82.4,69,75,4.7,broken clouds,0.0,0.0
205,Santo Domingo,DO,2020-04-19 15:54:21,18.5,-69.99,87.8,62,40,11.41,scattered clouds,0.0,0.0
206,Anadyr,RU,2020-04-19 15:54:50,64.75,177.48,15.8,85,40,2.24,light snow,0.0,0.0
207,Mizdah,LY,2020-04-19 15:56:34,31.45,12.98,91.13,13,100,18.05,overcast clouds,0.0,0.0
208,Aguimes,ES,2020-04-19 15:49:08,27.91,-15.45,73.4,53,20,26.4,few clouds,0.0,0.0
209,Doaba,PK,2020-04-19 15:56:34,33.42,70.74,70.29,37,99,2.35,light rain,0.44,0.0
210,Mahebourg,MU,2020-04-19 15:53:58,-20.41,57.7,78.01,73,40,11.41,scattered clouds,0.0,0.0
211,Muroto,JP,2020-04-19 15:56:34,33.28,134.15,59.54,85,100,14.07,moderate rain,3.46,0.0
212,Bokoro,TD,2020-04-19 15:56:35,12.38,17.06,107.42,6,43,6.55,scattered clouds,0.0,0.0
213,Itaituba,BR,2020-04-19 15:53:57,-4.28,-55.98,82.4,83,75,6.93,shower rain,0.0,0.0
214,Umm Kaddadah,SD,2020-04-19 15:54:34,13.6,26.69,97.86,7,0,11.45,clear sky,0.0,0.0
215,Saint-Philippe,RE,2020-04-19 15:52:55,-21.36,55.77,77.0,78,20,19.46,few clouds,0.0,0.0
216,Qasigiannguit,GL,2020-04-19 15:56:35,68.82,-51.19,28.4,50,10,16.11,clear sky,0.0,0.0
217,Port Elizabeth,ZA,2020-04-19 15:54:05,-33.92,25.57,78.8,57,0,6.93,clear sky,0.0,0.0
218,Marawi,PH,2020-04-19 15:56:36,8.0,124.29,69.85,73,98,2.51,overcast clouds,0.0,0.0
219,Lompoc,US,2020-04-19 15:49:20,34.64,-120.46,53.6,87,1,3.36,clear sky,0.0,0.0
220,Barrow,US,2020-04-19 15:54:22,71.29,-156.79,8.6,78,90,3.36,light snow,0.0,0.0
221,Skovorodino,RU,2020-04-19 15:56:36,53.98,123.92,16.99,85,5,7.0,clear sky,0.0,0.0
222,Ewo,CG,2020-04-19 15:56:37,-0.87,14.82,85.44,51,69,1.21,broken clouds,0.0,0.0
223,Am Timan,TD,2020-04-19 15:56:37,11.03,20.28,105.42,6,32,7.4,scattered clouds,0.0,0.0
224,Karratha,AU,2020-04-19 15:53:46,-20.74,116.85,83.7,61,99,8.1,overcast clouds,0.0,0.0
225,Dikson,RU,2020-04-19 15:54:15,73.51,80.55,35.98,92,100,23.87,light rain,0.54,0.0
226,Merrill,US,2020-04-19 15:56:37,45.18,-89.68,41.0,48,75,9.17,broken clouds,0.0,0.0
227,Aklavik,CA,2020-04-19 15:54:34,68.22,-135.01,14.0,51,75,6.93,broken clouds,0.0,0.0
228,Abu Samrah,SY,2020-04-19 15:56:38,35.3,37.18,79.81,23,50,5.84,scattered clouds,0.0,0.0
229,Atid,RO,2020-04-19 15:56:38,46.45,25.05,57.2,71,20,9.17,few clouds,0.0,0.0
230,Valparaiso,CL,2020-04-19 15:56:38,-33.04,-71.63,77.0,57,0,6.93,clear sky,0.0,0.0
231,La Ronge,CA,2020-04-19 15:54:04,55.1,-105.28,41.0,52,40,24.16,scattered clouds,0.0,0.0
232,Saskylakh,RU,2020-04-19 15:51:50,71.92,114.08,17.65,92,0,7.9,clear sky,0.0,0.0
233,Bugojno,BA,2020-04-19 15:56:39,44.06,17.45,68.34,44,100,5.91,light rain,0.2,0.0
234,Chapleau,CA,2020-04-19 15:56:39,47.84,-83.4,17.6,72,75,9.17,light snow,0.0,0.0
235,Shache,CN,2020-04-19 15:56:39,38.42,77.24,61.74,33,100,10.85,overcast clouds,0.0,0.0
236,Methoni,GR,2020-04-19 15:56:40,36.82,21.7,70.0,60,2,8.03,clear sky,0.0,0.0
237,Pindiga,NG,2020-04-19 15:56:40,9.98,10.93,99.68,14,34,2.8,scattered clouds,0.0,0.0
238,Mama,RU,2020-04-19 15:56:40,58.31,112.9,17.17,88,52,3.29,broken clouds,0.0,0.0
239,Altamira,BR,2020-04-19 15:53:35,-3.2,-52.21,78.8,94,75,2.24,light rain,0.0,0.0
240,Sinop,TR,2020-04-19 15:56:41,41.77,34.87,57.78,47,14,7.31,few clouds,0.0,0.0
241,Sao Felix Do Xingu,BR,2020-04-19 15:56:41,-6.64,-51.99,80.46,75,92,1.77,light rain,2.53,0.0
242,Kodinsk,RU,2020-04-19 15:56:41,58.69,99.18,26.42,90,0,4.88,clear sky,0.0,0.0
243,Yar-Sale,RU,2020-04-19 15:56:41,66.83,70.83,34.12,98,100,10.29,overcast clouds,0.0,0.0
244,Omsukchan,RU,2020-04-19 15:50:10,62.53,155.8,-3.32,82,100,4.76,overcast clouds,0.0,0.0
245,Lavrentiya,RU,2020-04-19 15:50:00,65.58,-171.0,15.03,94,100,8.7,overcast clouds,0.0,0.0
246,Nome,US,2020-04-19 15:56:42,64.5,-165.41,33.8,100,90,2.01,overcast clouds,0.0,0.0
247,Kieta,PG,2020-04-19 15:56:42,-6.22,155.63,79.83,76,100,0.96,light rain,1.36,0.0
248,Miles City,US,2020-04-19 15:56:42,46.41,-105.84,42.01,69,90,8.05,overcast clouds,0.0,0.0
249,Fort Saint James,CA,2020-04-19 15:56:43,54.43,-124.25,38.12,69,5,0.29,clear sky,0.0,0.0
250,Axim,GH,2020-04-19 15:54:38,4.87,-2.24,87.39,63,36,12.03,light rain,0.17,0.0
251,Vrangel,RU,2020-04-19 15:56:44,42.73,133.08,41.97,82,100,15.21,overcast clouds,0.0,0.0
252,Nuevo Casas Grandes,MX,2020-04-19 15:56:44,30.42,-107.92,56.62,20,0,4.61,clear sky,0.0,0.0
253,Galesong,ID,2020-04-19 15:56:44,-5.32,119.37,77.0,94,20,3.36,few clouds,0.0,0.0
254,Morondava,MG,2020-04-19 15:54:11,-20.28,44.28,82.36,69,0,8.75,clear sky,0.0,0.0
255,Kibala,TD,2020-04-19 15:56:45,9.11,18.35,102.2,24,20,6.93,few clouds,0.0,0.0
256,Gidam,IN,2020-04-19 15:56:45,18.98,81.4,80.83,38,45,5.86,light rain,0.19,0.0
257,Urumqi,CN,2020-04-19 15:48:53,43.8,87.6,64.4,34,32,2.24,scattered clouds,0.0,0.0
258,Nanyamba,TZ,2020-04-19 15:56:46,-10.68,39.83,82.4,83,75,9.17,broken clouds,0.0,0.0
259,Rassvet,RU,2020-04-19 15:56:46,46.83,40.75,57.81,51,100,4.09,overcast clouds,0.0,0.0
260,Tura,IN,2020-04-19 15:49:06,25.52,90.22,73.35,71,0,3.09,light rain,0.67,0.0
261,Antofagasta,CL,2020-04-19 15:53:52,-23.65,-70.4,66.2,68,40,3.36,scattered clouds,0.0,0.0
262,Winsum,NL,2020-04-19 15:56:46,53.33,6.52,61.0,36,0,1.01,clear sky,0.0,0.0
263,Ansbach,DE,2020-04-19 15:53:49,49.3,10.58,62.6,63,20,12.75,few clouds,0.0,0.0
264,Jumla,NP,2020-04-19 15:56:47,29.27,82.18,48.11,34,98,1.99,light rain,0.77,0.0
265,Fortuna,US,2020-04-19 15:54:16,40.6,-124.16,52.0,100,90,3.0,overcast clouds,0.0,0.0
266,Nouakchott,MR,2020-04-19 15:56:47,18.09,-15.98,78.8,47,0,20.8,sand,0.0,0.0
267,Pathein,MM,2020-04-19 15:56:48,16.78,94.73,77.36,84,4,5.79,clear sky,0.0,0.0
268,Palana,RU,2020-04-19 15:56:48,59.12,159.97,11.1,94,100,2.17,light snow,0.0,0.14
269,Baruun-Urt,MN,2020-04-19 15:56:48,46.68,113.28,30.51,59,100,13.04,light snow,0.0,0.75
270,Ossora,RU,2020-04-19 15:56:49,59.24,163.07,15.76,92,100,8.68,overcast clouds,0.0,0.0
271,Carlagan,PH,2020-04-19 15:56:50,14.97,122.05,80.67,84,66,7.78,broken clouds,0.0,0.0
272,Ancud,CL,2020-04-19 15:54:52,-41.87,-73.82,50.0,93,90,6.93,overcast clouds,0.0,0.0
273,Piacabucu,BR,2020-04-19 15:56:50,-10.41,-36.43,83.71,72,33,8.61,light rain,0.93,0.0
274,Rawson,AR,2020-04-19 15:48:53,-43.3,-65.1,62.56,32,91,19.22,overcast clouds,0.0,0.0
275,San Vicente,AR,2020-04-19 15:56:51,-26.62,-54.13,77.47,38,0,4.23,clear sky,0.0,0.0
276,Laguna,US,2020-04-19 15:50:03,38.42,-121.42,55.99,81,90,3.36,overcast clouds,0.0,0.0
277,Dali,CN,2020-04-19 15:56:51,25.7,100.18,56.52,30,0,5.08,clear sky,0.0,0.0
278,Laukaa,RU,2020-04-19 15:56:51,58.74,29.85,41.92,65,92,8.61,light rain,0.17,0.0
279,Port Hedland,AU,2020-04-19 15:48:53,-20.32,118.57,80.6,83,95,1.12,overcast clouds,0.0,0.0
280,Uige,AO,2020-04-19 15:56:52,-7.61,15.06,69.8,94,75,6.93,thunderstorm,0.0,0.0
281,Bahia Honda,CU,2020-04-19 15:56:52,22.9,-83.16,86.76,56,1,6.02,clear sky,0.0,0.0
282,Dasoguz,TM,2020-04-19 15:56:52,41.84,59.97,78.8,22,14,6.93,few clouds,0.0,0.0
283,Sirjan,IR,2020-04-19 15:56:53,29.45,55.68,65.48,26,100,7.31,overcast clouds,0.0,0.0
284,Puntarenas,CR,2020-04-19 15:56:53,9.98,-84.84,82.4,45,20,9.17,few clouds,0.0,0.0
285,Vila Velha,BR,2020-04-19 15:52:50,-20.33,-40.29,80.6,61,20,13.87,few clouds,0.0,0.0
286,Broome,US,2020-04-19 15:56:53,42.25,-75.83,50.0,56,1,14.99,clear sky,0.0,0.0
287,Mackay,AU,2020-04-19 15:54:51,-21.15,149.2,73.0,94,40,4.7,scattered clouds,0.0,0.0
288,Miri,MY,2020-04-19 15:56:54,4.41,114.01,82.4,94,75,2.24,broken clouds,0.0,0.0
289,Ovalle,CL,2020-04-19 15:54:37,-30.6,-71.2,80.82,30,1,5.44,clear sky,0.0,0.0
290,Leshukonskoye,RU,2020-04-19 15:56:54,64.9,45.76,34.32,96,100,3.31,light snow,0.0,0.19
291,Mendoza,AR,2020-04-19 15:55:14,-32.89,-68.83,73.4,46,0,6.93,clear sky,0.0,0.0
292,Leesburg,US,2020-04-19 15:56:55,39.12,-77.56,57.0,51,1,9.17,clear sky,0.0,0.0
293,Vostok,RU,2020-04-19 15:56:55,46.49,135.88,35.01,63,100,5.08,overcast clouds,0.0,0.0
294,Ilulissat,GL,2020-04-19 15:54:36,69.22,-51.1,28.4,50,19,16.11,few clouds,0.0,0.0
295,Mormugao,IN,2020-04-19 15:56:56,15.4,73.8,87.8,70,20,9.17,few clouds,0.0,0.0
296,Mitsamiouli,KM,2020-04-19 15:56:56,-11.38,43.28,83.46,77,77,20.78,light rain,1.79,0.0
297,Le Pont-De-Claix,FR,2020-04-19 15:56:56,45.12,5.71,64.0,77,90,3.36,overcast clouds,0.0,0.0
298,Pila,PL,2020-04-19 15:56:56,53.15,16.74,53.67,41,0,10.22,clear sky,0.0,0.0
299,Okoneshnikovo,RU,2020-04-19 15:56:56,54.84,75.08,59.14,50,67,3.18,broken clouds,0.0,0.0
300,Mier,MX,2020-04-19 15:56:57,26.43,-99.15,86.0,100,90,8.05,mist,0.0,0.0
301,Nyurba,RU,2020-04-19 15:56:57,63.28,118.33,12.88,94,33,3.49,scattered clouds,0.0,0.0
302,Okha,RU,2020-04-19 15:56:57,53.57,142.95,27.68,98,100,17.81,light snow,0.0,0.45
303,Mandera,KE,2020-04-19 15:56:57,3.94,41.87,90.16,46,100,12.55,light rain,0.7,0.0
304,Qaqortoq,GL,2020-04-19 15:54:57,60.72,-46.03,32.0,88,1,4.7,clear sky,0.0,0.0
305,Luderitz,NA,2020-04-19 15:54:08,-26.65,15.16,73.4,56,0,10.29,clear sky,0.0,0.0
306,Kamuli,UG,2020-04-19 15:56:58,0.95,33.12,69.46,68,79,4.79,light rain,2.18,0.0
307,Sungurlu,TR,2020-04-19 15:56:58,40.17,34.37,67.78,21,18,3.76,few clouds,0.0,0.0
308,Mercedes,AR,2020-04-19 15:56:12,-34.65,-59.43,80.01,21,3,5.01,clear sky,0.0,0.0
309,Sobolevo,RU,2020-04-19 15:48:13,54.43,31.9,43.02,58,93,9.86,light rain,0.55,0.0
310,Pobe,BJ,2020-04-19 15:56:59,6.98,2.66,89.1,52,100,10.87,light rain,0.2,0.0
311,Port Hardy,CA,2020-04-19 15:54:47,50.7,-127.42,46.4,93,90,4.7,overcast clouds,0.0,0.0
312,Avera,US,2020-04-19 15:56:59,33.19,-82.53,50.0,83,90,5.82,heavy intensity rain,0.0,0.0
313,Peniche,PT,2020-04-19 15:54:49,39.36,-9.38,62.01,75,1,8.01,clear sky,0.0,0.0
314,Bam,IR,2020-04-19 15:57:00,29.11,58.36,75.51,25,100,3.24,overcast clouds,0.0,0.0
315,Tchollire,CM,2020-04-19 15:57:00,8.4,14.17,102.65,17,92,2.15,overcast clouds,0.0,0.0
316,San Quintin,MX,2020-04-19 15:53:56,30.48,-115.95,59.97,74,98,12.66,overcast clouds,0.0,0.0
317,Staraya Mayna,RU,2020-04-19 15:57:00,54.6,48.95,48.2,45,69,6.71,broken clouds,0.0,0.0
318,Thinadhoo,MV,2020-04-19 15:55:01,0.53,72.93,85.14,76,64,11.72,broken clouds,0.0,0.0
319,Suluq,LY,2020-04-19 15:57:01,31.67,20.25,74.19,26,1,8.88,clear sky,0.0,0.0
320,Izhmorskiy,RU,2020-04-19 15:57:01,56.19,86.64,46.44,54,29,9.98,scattered clouds,0.0,0.0
321,Praia Da Vitoria,PT,2020-04-19 15:57:01,38.73,-27.07,64.4,55,20,31.97,few clouds,0.0,0.0
322,Kyabe,TD,2020-04-19 15:57:02,9.45,18.94,105.67,13,13,3.06,few clouds,0.0,0.0
323,Kahului,US,2020-04-19 15:54:32,20.89,-156.47,68.0,82,1,9.44,clear sky,0.0,0.0
324,Cilegon,ID,2020-04-19 15:57:02,-6.02,106.05,84.2,79,20,3.36,haze,0.0,0.0
325,Jimeta,NG,2020-04-19 15:57:02,9.28,12.47,106.25,15,86,7.09,overcast clouds,0.0,0.0
326,Cuenca,EC,2020-04-19 15:52:18,-2.88,-78.98,57.2,93,90,3.36,shower rain,0.0,0.0
327,Aquiraz,BR,2020-04-19 15:57:03,-3.9,-38.39,87.8,62,75,4.7,broken clouds,0.0,0.0
328,Concordia,AR,2020-04-19 15:57:03,-31.39,-58.02,75.2,60,0,6.93,clear sky,0.0,0.0
329,Gizo,SB,2020-04-19 15:49:47,-8.1,156.84,81.57,75,98,2.44,light rain,0.33,0.0
330,Tiarei,PF,2020-04-19 15:57:03,-17.53,-149.33,78.8,78,75,3.36,broken clouds,0.0,0.0
331,Muskogee,US,2020-04-19 15:57:03,35.58,-95.33,57.2,82,90,4.7,overcast clouds,0.0,0.0
332,Ikom,NG,2020-04-19 15:57:04,5.97,8.71,88.88,60,100,4.38,light rain,1.11,0.0
333,Fort-Shevchenko,KZ,2020-04-19 15:57:04,44.51,50.26,57.25,61,100,16.15,overcast clouds,0.0,0.0
334,Kathmandu,NP,2020-04-19 15:55:32,27.72,85.32,60.8,72,75,7.65,broken clouds,0.0,0.0
335,Kincardine,GB,2020-04-19 15:57:05,56.07,-3.72,60.01,54,0,11.99,clear sky,0.0,0.0
336,Paratinga,BR,2020-04-19 15:57:05,-12.69,-43.18,80.6,74,66,8.05,light rain,0.11,0.0
337,Nishihara,JP,2020-04-19 15:54:45,26.18,127.76,75.2,88,90,12.75,overcast clouds,0.0,0.0
338,Carndonagh,IE,2020-04-19 15:57:05,55.25,-7.27,55.4,66,75,11.41,broken clouds,0.0,0.0
339,Airai,TL,2020-04-19 15:54:20,-8.93,125.41,61.09,65,27,2.48,scattered clouds,0.0,0.0
340,Lisakovsk,KZ,2020-04-19 15:57:06,52.54,62.49,50.52,54,41,5.91,scattered clouds,0.0,0.0
341,Dunn,US,2020-04-19 15:57:06,44.95,-91.88,43.0,41,1,9.17,clear sky,0.0,0.0
342,Dakar,SN,2020-04-19 15:55:13,14.69,-17.44,82.4,73,10,21.92,clear sky,0.0,0.0
343,Saint Joseph,US,2020-04-19 15:54:12,39.77,-94.85,57.99,47,1,9.17,clear sky,0.0,0.0
344,Sao Filipe,CV,2020-04-19 15:47:01,14.9,-24.5,73.04,70,24,20.47,few clouds,0.0,0.0
345,Rey Bouba,CM,2020-04-19 15:57:07,8.67,14.18,105.84,15,91,1.43,overcast clouds,0.0,0.0
346,Muncar,ID,2020-04-19 15:57:07,-8.43,114.33,80.49,79,100,4.03,light rain,1.34,0.0
347,Nyrob,RU,2020-04-19 15:57:08,60.73,56.72,36.5,85,80,3.85,light rain,0.18,0.0
348,Waingapu,ID,2020-04-19 15:57:08,-9.66,120.26,79.02,79,93,4.9,overcast clouds,0.0,0.0
349,Ishigaki,JP,2020-04-19 15:54:12,24.34,124.16,76.77,89,45,17.11,scattered clouds,0.0,0.0
350,Dunedin,NZ,2020-04-19 15:50:15,-45.87,170.5,50.0,60,2,11.54,clear sky,0.0,0.0
351,Lewistown,US,2020-04-19 15:57:09,40.6,-77.57,55.99,53,50,1.01,scattered clouds,0.0,0.0
352,Saint George,US,2020-04-19 15:54:00,37.1,-113.58,59.0,62,1,2.15,clear sky,0.0,0.0
353,Steamboat Springs,US,2020-04-19 15:57:09,40.48,-106.83,37.99,100,90,2.19,overcast clouds,0.0,0.0
354,Rundu,NA,2020-04-19 15:57:10,-17.93,19.77,73.4,73,100,4.7,overcast clouds,0.0,0.0
355,Arlit,NE,2020-04-19 15:54:09,18.74,7.39,106.09,6,9,5.68,clear sky,0.0,0.0
356,Uyemskiy,RU,2020-04-19 15:57:10,64.47,40.85,33.8,93,90,8.95,overcast clouds,0.0,0.0
357,Livingston,GB,2020-04-19 15:57:10,55.9,-3.52,57.0,71,0,18.34,clear sky,0.0,0.0
358,Suntar,RU,2020-04-19 15:54:48,62.14,117.63,16.0,94,91,3.87,overcast clouds,0.0,0.0
359,Biak,ID,2020-04-19 15:57:11,-0.91,122.88,81.18,73,14,1.32,light rain,2.38,0.0
360,Cockburn Town,TC,2020-04-19 15:46:49,21.46,-71.14,78.12,80,18,13.2,few clouds,0.0,0.0
361,Makakilo City,US,2020-04-19 15:55:46,21.35,-158.09,68.0,100,1,3.98,clear sky,0.0,0.0
362,Cherskiy,RU,2020-04-19 15:54:47,68.75,161.3,-3.26,92,99,7.85,overcast clouds,0.0,0.0
363,Ler,SS,2020-04-19 15:57:12,8.3,30.14,100.74,9,76,6.15,broken clouds,0.0,0.0
364,Chapais,CA,2020-04-19 15:54:01,49.78,-74.85,21.2,85,90,13.87,light snow,0.0,0.0
365,Svetlogorsk,BY,2020-04-19 15:57:12,52.63,29.73,45.99,51,96,10.42,light rain,0.31,0.0
366,Zheleznodorozhnyy,RU,2020-04-19 15:57:12,55.75,38.0,41.0,80,75,8.95,broken clouds,0.0,0.0
367,Dalgopol,BG,2020-04-19 15:57:13,43.05,27.35,69.01,45,20,8.05,few clouds,0.0,0.0
368,Itarema,BR,2020-04-19 15:50:01,-2.92,-39.92,87.8,74,40,3.36,scattered clouds,0.0,0.0
369,Boa Vista,BR,2020-04-19 15:57:13,2.82,-60.67,89.6,49,75,2.24,broken clouds,0.0,0.0
370,Sao Joao Evangelista,BR,2020-04-19 15:57:13,-18.55,-42.76,70.92,64,95,3.13,overcast clouds,0.0,0.0
371,Acapulco,MX,2020-04-19 15:57:14,16.86,-99.89,82.4,61,75,2.24,broken clouds,0.0,0.0
372,Kuragino,RU,2020-04-19 15:57:14,53.9,92.67,47.44,45,0,7.72,clear sky,0.0,0.0
373,Chernyshevskiy,RU,2020-04-19 15:57:14,63.01,112.47,12.72,92,78,3.67,broken clouds,0.0,0.0
374,Zhigansk,RU,2020-04-19 15:57:15,66.77,123.37,12.47,94,75,8.68,broken clouds,0.0,0.0
375,Serenje,ZM,2020-04-19 15:57:15,-13.23,30.24,66.61,54,52,9.19,light rain,0.23,0.0
376,Machacamarca,BO,2020-04-19 15:57:15,-18.17,-67.03,53.17,13,0,2.28,clear sky,0.0,0.0
377,Xinzhi,CN,2020-04-19 15:57:15,36.5,111.7,59.13,31,93,13.42,overcast clouds,0.0,0.0
378,Calabozo,VE,2020-04-19 15:57:16,8.92,-67.43,79.93,63,99,5.64,light rain,1.13,0.0
379,Torbay,CA,2020-04-19 15:54:31,47.67,-52.73,30.99,92,90,26.4,snow,0.0,0.0
380,Honiara,SB,2020-04-19 15:57:16,-9.43,159.95,77.0,100,20,1.36,few clouds,0.0,0.0
381,Seoul,KR,2020-04-19 15:53:19,37.57,126.98,50.0,87,90,4.7,overcast clouds,0.0,0.0
