City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
382,Kafanchan,NG,2020-04-19 15:57:17,9.58,8.3,94.48,21,52,4.81,broken clouds,0.0,0.0
383,Saint-Georges,GD,2020-04-19 15:57:17,12.06,-61.75,86.0,66,75,20.8,broken clouds,0.0,0.0
384,Jiancheng,CN,2020-04-19 15:57:17,30.39,104.55,68.0,93,40,6.29,light intensity shower rain,0.0,0.0
385,Makhinjauri,GE,2020-04-19 15:57:17,41.67,41.69,57.2,82,52,4.7,light rain,0.14,0.0
386,Fukue,JP,2020-04-19 15:48:56,32.69,128.84,62.73,84,95,32.03,light rain,1.22,0.0
387,Hailar,CN,2020-04-19 15:57:18,49.2,119.7,32.68,59,100,19.04,overcast clouds,0.0,0.0
388,Mehtar Lam,AF,2020-04-19 15:57:18,34.67,70.21,71.6,43,40,3.36,scattered clouds,0.0,0.0
389,Benguela,AO,2020-04-19 15:57:18,-12.58,13.41,84.2,79,75,4.7,broken clouds,0.0,0.0
390,Xai-Xai,MZ,2020-04-19 15:57:19,-25.05,33.64,74.71,74,12,10.56,light rain,0.27,0.0
391,Cabra,ES,2020-04-19 15:57:19,37.47,-4.44,69.8,56,94,3.36,light rain,1.74,0.0
392,Katsuura,JP,2020-04-19 15:54:40,35.13,140.3,57.04,75,96,15.39,overcast clouds,0.0,0.0
393,Auxerre,FR,2020-04-19 15:56:54,47.8,3.57,68.0,60,97,11.01,light rain,0.77,0.0
394,Champagnole,FR,2020-04-19 15:57:19,46.74,5.91,63.0,74,100,1.01,light rain,1.24,0.0
395,Codrington,AU,2020-04-19 15:57:20,-38.27,141.97,57.7,77,100,22.68,light rain,2.23,0.0
396,Banda Aceh,ID,2020-04-19 15:57:20,5.56,95.32,80.91,80,100,4.09,overcast clouds,0.0,0.0
397,Malartic,CA,2020-04-19 15:57:20,48.13,-78.13,23.0,79,90,12.75,light shower snow,0.0,0.0
398,Rupert,US,2020-04-19 15:57:20,42.62,-113.68,51.8,43,1,6.93,clear sky,0.0,0.0
399,Namibe,AO,2020-04-19 15:57:20,-15.2,12.15,80.6,65,20,17.22,few clouds,0.0,0.0
400,Xiashi,CN,2020-04-19 15:57:21,30.54,120.69,61.0,74,94,6.85,overcast clouds,0.0,0.0
401,Davenda,RU,2020-04-19 15:57:21,53.56,119.32,16.68,80,83,8.5,broken clouds,0.0,0.0
402,Boca Do Acre,BR,2020-04-19 15:57:21,-8.75,-67.4,84.7,50,68,4.21,broken clouds,0.0,0.0
403,Kijang,KR,2020-04-19 15:49:32,35.24,129.21,53.6,81,75,11.41,broken clouds,0.0,0.0
404,Katete,UG,2020-04-19 15:57:21,-0.78,29.75,70.54,53,66,2.21,light rain,0.76,0.0
405,Lethem,GY,2020-04-19 15:57:22,3.38,-59.8,91.81,42,33,2.62,scattered clouds,0.0,0.0
406,Margate,GB,2020-04-19 15:50:07,51.38,1.39,49.33,75,0,21.61,clear sky,0.0,0.0
407,Pavilosta,LV,2020-04-19 15:57:22,56.89,21.19,44.6,65,4,10.29,clear sky,0.0,0.0
408,Havre-Saint-Pierre,CA,2020-04-19 15:54:39,50.23,-63.6,33.8,64,1,16.11,clear sky,0.0,0.0
409,Sabha,LY,2020-04-19 15:57:23,27.04,14.43,95.65,10,100,11.41,overcast clouds,0.0,0.0
410,Pontianak,ID,2020-04-19 15:57:23,-0.03,109.33,79.11,84,63,2.28,broken clouds,0.0,0.0
411,Sarlat-La-Caneda,FR,2020-04-19 15:57:23,44.89,1.22,64.99,80,100,2.42,light rain,0.46,0.0
412,Ca Mau,VN,2020-04-19 15:54:39,9.18,105.15,81.73,76,54,5.3,broken clouds,0.0,0.0
413,Guerrero Negro,MX,2020-04-19 15:48:01,27.98,-114.06,61.14,72,38,15.61,scattered clouds,0.0,0.0
414,Minyar,RU,2020-04-19 15:57:24,55.07,57.55,41.74,69,64,3.89,light rain,0.53,0.0
415,Huarmey,PE,2020-04-19 15:57:24,-10.07,-78.15,77.45,63,10,7.43,clear sky,0.0,0.0
416,Lensk,RU,2020-04-19 15:57:24,60.73,114.93,16.61,92,93,2.55,overcast clouds,0.0,0.0
417,Port Lincoln,AU,2020-04-19 15:57:24,-34.73,135.87,64.74,79,100,23.11,overcast clouds,0.0,0.0
418,Erenhot,CN,2020-04-19 15:54:52,43.65,111.98,39.06,42,28,15.26,scattered clouds,0.0,0.0
419,Dongsheng,CN,2020-04-19 15:57:25,39.82,109.98,38.79,35,0,12.84,clear sky,0.0,0.0
420,Tubli,PH,2020-04-19 15:57:25,13.93,124.15,81.72,79,69,12.15,broken clouds,0.0,0.0
421,Mwandiga,TZ,2020-04-19 15:57:25,-4.83,29.66,78.8,69,40,3.49,scattered clouds,0.0,0.0
422,Dingle,PH,2020-04-19 15:49:31,11.0,122.67,81.39,72,94,9.86,overcast clouds,0.0,0.0
423,Searcy,US,2020-04-19 15:57:26,35.25,-91.74,53.6,93,90,8.05,overcast clouds,0.0,0.0
424,Poronaysk,RU,2020-04-19 15:57:26,49.22,143.12,31.78,97,97,5.32,overcast clouds,0.0,0.0
425,Aban,RU,2020-04-19 15:57:26,56.67,96.06,33.98,70,0,10.36,clear sky,0.0,0.0
426,Cape Coast,GH,2020-04-19 15:57:26,5.11,-1.25,86.45,69,83,15.32,light rain,0.99,0.0
427,Tilichiki,RU,2020-04-19 15:54:28,60.47,166.1,4.77,90,42,9.62,scattered clouds,0.0,0.0
428,Itirapina,BR,2020-04-19 15:57:27,-22.25,-47.82,71.6,68,33,4.7,scattered clouds,0.0,0.0
429,Newcastleton,GB,2020-04-19 15:57:27,55.18,-2.81,55.4,50,0,17.22,clear sky,0.0,0.0
430,Araouane,ML,2020-04-19 15:57:27,18.9,-3.53,97.74,20,2,12.5,clear sky,0.0,0.0
431,Ures,MX,2020-04-19 15:57:28,29.43,-110.4,70.0,37,50,3.0,scattered clouds,0.0,0.0
432,Yekaterinoslavka,RU,2020-04-19 15:57:28,50.37,129.11,33.31,84,100,15.46,light snow,0.0,0.51
433,Tselinnoye,RU,2020-04-19 15:57:29,53.08,85.67,52.05,54,0,2.53,clear sky,0.0,0.0
434,Bengkulu,ID,2020-04-19 15:47:21,-3.8,102.27,79.59,80,100,3.02,light rain,1.2,0.0
435,Abay,KZ,2020-04-19 15:57:29,49.63,72.85,55.4,58,30,4.47,scattered clouds,0.0,0.0
436,Mahibadhoo,MV,2020-04-19 15:57:17,3.78,72.97,85.53,75,42,11.34,light rain,0.17,0.0
437,Abeche,TD,2020-04-19 15:57:30,13.83,20.83,104.0,6,91,10.25,overcast clouds,0.0,0.0
438,San Luis,AR,2020-04-19 15:54:38,-33.3,-66.34,76.89,29,0,7.14,clear sky,0.0,0.0
439,Kirkenes,NO,2020-04-19 15:57:30,69.73,30.05,37.4,74,40,11.41,scattered clouds,0.0,0.0
440,Sandovo,RU,2020-04-19 15:57:30,58.46,36.41,41.5,63,46,7.47,scattered clouds,0.0,0.0
441,Whitehorse,CA,2020-04-19 15:52:33,60.72,-135.05,36.0,55,90,5.82,overcast clouds,0.0,0.0
442,Mecca,SA,2020-04-19 15:45:25,21.43,39.83,86.49,46,81,16.13,broken clouds,0.0,0.0
443,Stokmarknes,NO,2020-04-19 15:57:31,68.56,14.91,41.0,86,100,5.99,overcast clouds,0.0,0.0
444,Neuquen,AR,2020-04-19 15:57:31,-38.95,-68.06,69.8,30,59,9.17,broken clouds,0.0,0.0
445,Rajur,IN,2020-04-19 15:57:31,20.12,78.92,95.07,21,94,2.84,overcast clouds,0.0,0.0
446,Lakota,CI,2020-04-19 15:57:32,5.85,-5.69,87.57,64,96,5.64,light rain,1.38,0.0
447,Carutapera,BR,2020-04-19 15:57:32,-1.2,-46.02,85.32,66,85,2.71,light rain,2.38,0.0
448,Cordoba,AR,2020-04-19 15:57:32,-31.41,-64.18,84.2,30,0,5.82,clear sky,0.0,0.0
449,Ayan,RU,2020-04-19 15:49:30,56.45,138.17,19.06,95,100,9.69,light snow,0.0,0.67
450,Gemena,CD,2020-04-19 15:57:33,3.25,19.77,81.84,57,94,1.39,overcast clouds,0.0,0.0
451,Bandarbeyla,SO,2020-04-19 15:48:09,9.49,50.81,83.39,65,32,13.35,scattered clouds,0.0,0.0
452,Tommot,RU,2020-04-19 15:57:33,58.96,126.29,12.25,90,98,4.43,overcast clouds,0.0,0.0
453,Oneonta,US,2020-04-19 15:57:33,42.45,-75.06,50.0,57,0,7.0,clear sky,0.0,0.0
454,Pointe-Noire,CG,2020-04-19 15:57:34,-4.78,11.86,86.0,74,20,9.17,few clouds,0.0,0.0
455,Meadow Lake,US,2020-04-19 15:54:39,34.8,-106.54,61.0,40,20,12.68,few clouds,0.0,0.0
456,Yaan,NG,2020-04-19 15:49:17,7.38,8.57,93.06,44,96,6.89,overcast clouds,0.0,0.0
457,Binidayan,PH,2020-04-19 15:57:34,7.81,124.17,71.71,72,99,0.78,overcast clouds,0.0,0.0
458,Navahrudak,BY,2020-04-19 15:57:35,53.6,25.83,43.88,53,68,12.1,light rain,0.24,0.0
459,Sanandrei,RO,2020-04-19 15:57:35,45.85,21.17,71.01,39,83,21.92,light rain,1.93,0.0
460,Sola,VU,2020-04-19 15:53:45,-13.88,167.55,77.0,94,20,4.43,few clouds,0.0,0.0
461,Los Llanos De Aridane,ES,2020-04-19 15:49:36,28.66,-17.92,69.8,60,75,12.75,broken clouds,0.0,0.0
462,Jayanca,PE,2020-04-19 15:57:36,-6.39,-79.82,80.6,57,0,11.41,clear sky,0.0,0.0
463,Riyadh,SA,2020-04-19 15:48:25,24.69,46.72,84.2,28,100,9.17,dust,0.0,0.0
464,Tazovskiy,RU,2020-04-19 15:57:36,67.47,78.7,36.01,98,100,11.18,overcast clouds,0.0,0.0
465,Byron Bay,AU,2020-04-19 15:57:37,-28.65,153.62,63.0,93,0,6.93,clear sky,0.0,0.0
466,Cap Malheureux,MU,2020-04-19 15:54:14,-19.98,57.61,77.0,73,40,11.41,scattered clouds,0.0,0.0
467,Pierre,US,2020-04-19 15:54:37,44.37,-100.35,43.0,48,90,3.36,overcast clouds,0.0,0.0
468,Argostolion,GR,2020-04-19 15:57:37,38.18,20.49,71.6,56,46,9.17,scattered clouds,0.0,0.0
469,Santa Marta De Tormes,ES,2020-04-19 15:57:37,40.95,-5.63,64.0,62,20,9.17,few clouds,0.0,0.0
470,Noyabrsk,RU,2020-04-19 15:57:38,63.2,75.45,40.12,88,100,9.51,light rain,2.08,0.0
471,Cuxhaven,DE,2020-04-19 15:57:38,53.87,8.69,55.4,26,0,20.8,clear sky,0.0,0.0
472,Vardo,NO,2020-04-19 15:49:50,70.37,31.11,37.4,83,75,6.93,broken clouds,0.0,0.0
473,Xinqing,CN,2020-04-19 15:57:38,48.23,129.5,49.77,45,100,0.89,overcast clouds,0.0,0.0
474,Sfantu Gheorghe,RO,2020-04-19 15:57:38,45.87,25.78,57.0,76,96,1.99,light rain,1.77,0.0
475,Paamiut,GL,2020-04-19 15:57:39,61.99,-49.67,29.25,89,76,20.15,broken clouds,0.0,0.0
476,Tecoanapa,MX,2020-04-19 15:57:39,16.52,-98.75,86.88,48,16,1.63,few clouds,0.0,0.0
477,Casper,US,2020-04-19 15:47:28,42.87,-106.31,45.0,37,1,17.22,clear sky,0.0,0.0
478,Te Anau,NZ,2020-04-19 15:49:05,-45.42,167.72,46.26,69,87,8.81,light rain,0.61,0.0
479,Atikokan,CA,2020-04-19 15:57:40,48.76,-91.62,25.59,84,83,9.57,light snow,0.0,0.12
480,Madang,PG,2020-04-19 15:57:40,-5.22,145.8,80.19,80,85,0.74,light rain,1.66,0.0
481,Richards Bay,ZA,2020-04-19 15:57:40,-28.78,32.04,74.62,68,0,15.3,clear sky,0.0,0.0
482,Poum,NC,2020-04-19 15:49:17,-20.23,164.02,79.25,81,49,13.53,scattered clouds,0.0,0.0
483,Rioblanco,CO,2020-04-19 15:57:40,3.53,-75.68,73.8,37,50,2.98,scattered clouds,0.0,0.0
484,Yining,CN,2020-04-19 15:57:41,29.04,114.56,57.7,74,1,1.48,clear sky,0.0,0.0
485,Itaguai,BR,2020-04-19 15:57:41,-22.85,-43.78,80.6,65,75,5.82,broken clouds,0.0,0.0
486,Buta,CD,2020-04-19 15:57:41,2.79,24.73,78.53,77,100,4.07,light rain,2.15,0.0
487,Monrovia,LR,2020-04-19 15:57:41,6.3,-10.8,91.4,66,40,9.17,scattered clouds,0.0,0.0
488,Caninde De Sao Francisco,BR,2020-04-19 15:57:41,-9.66,-37.79,86.02,61,42,8.41,light rain,1.95,0.0
489,Ondangwa,NA,2020-04-19 15:57:42,-17.92,15.95,89.6,35,80,8.05,broken clouds,0.0,0.0
490,Eureka,US,2020-04-19 15:57:42,40.8,-124.16,52.0,95,85,2.95,overcast clouds,0.0,0.0
491,Belyy Yar,RU,2020-04-19 15:57:42,53.6,91.39,44.6,36,0,4.47,clear sky,0.0,0.0
492,Aitape,PG,2020-04-19 15:57:42,-3.14,142.35,80.62,80,32,2.62,light rain,0.52,0.0
493,Dano,BF,2020-04-19 15:57:43,11.15,-3.07,101.28,23,100,5.41,overcast clouds,0.0,0.0
494,Sioux Lookout,CA,2020-04-19 15:55:58,50.1,-91.92,23.0,41,20,10.29,few clouds,0.0,0.0
495,Sivas,TR,2020-04-19 15:57:43,39.79,37.0,60.48,25,5,11.01,clear sky,0.0,0.0
496,Tairua,NZ,2020-04-19 15:57:43,-37.02,175.85,61.0,86,100,9.46,light rain,0.82,0.0
497,Abashiri,JP,2020-04-19 15:57:44,44.02,144.27,36.86,79,0,8.23,clear sky,0.0,0.0
498,Tooele,US,2020-04-19 15:52:49,40.53,-112.3,53.6,54,90,10.29,overcast clouds,0.0,0.0
499,Prochnookopskaya,RU,2020-04-19 15:57:44,45.07,41.12,61.47,56,57,4.81,broken clouds,0.0,0.0
500,Manono,CD,2020-04-19 15:57:44,-7.3,27.42,78.19,75,88,3.85,moderate rain,4.24,0.0
501,Templin,DE,2020-04-19 15:57:45,53.12,13.5,57.0,32,0,11.86,clear sky,0.0,0.0
502,Port-Gentil,GA,2020-04-19 15:54:25,-0.72,8.78,86.0,79,75,6.93,broken clouds,0.0,0.0
503,Padang,ID,2020-04-19 15:54:18,-0.95,100.35,79.47,76,99,3.18,light rain,1.23,0.0
504,Kasamwa,TZ,2020-04-19 15:57:45,-2.85,32.43,73.24,59,45,2.21,light rain,0.39,0.0
505,Balabac,PH,2020-04-19 15:54:45,7.99,117.06,83.57,79,70,11.61,broken clouds,0.0,0.0
506,Kalmunai,LK,2020-04-19 15:57:46,7.42,81.82,83.35,77,63,6.51,light rain,0.59,0.0
507,Turayf,SA,2020-04-19 15:54:03,31.67,38.66,77.0,29,40,9.17,scattered clouds,0.0,0.0
508,Poli,TZ,2020-04-19 15:57:46,-3.33,36.8,71.6,100,75,4.7,broken clouds,0.0,0.0
509,Bolivar,US,2020-04-19 15:57:47,37.61,-93.41,55.99,86,100,1.14,light rain,0.21,0.0
510,Marzuq,YE,2020-04-19 15:49:44,14.4,46.47,79.11,41,100,11.83,light rain,0.69,0.0
511,Xiantao,CN,2020-04-19 15:57:47,30.38,113.4,60.67,65,20,3.58,few clouds,0.0,0.0
512,Liverpool,GB,2020-04-19 15:56:53,53.41,-2.98,66.0,41,17,13.87,few clouds,0.0,0.0
513,Oksfjord,NO,2020-04-19 15:57:47,70.24,22.35,42.01,100,75,20.8,light intensity drizzle rain,0.0,0.0
514,Urengoy,RU,2020-04-19 15:57:48,65.97,78.37,36.66,98,100,7.78,light rain,1.89,0.0
515,Kavaratti,IN,2020-04-19 15:54:29,10.57,72.64,85.98,68,3,7.27,clear sky,0.0,0.0
516,Lindi,TZ,2020-04-19 15:57:48,-10.0,39.72,82.4,83,75,9.17,broken clouds,0.0,0.0
517,Turbat,PK,2020-04-19 15:57:48,26.0,63.04,87.08,40,90,16.26,overcast clouds,0.0,0.0
518,Linxia,CN,2020-04-19 15:57:49,35.6,103.21,50.54,22,100,7.16,overcast clouds,0.0,0.0
519,Chenghai,CN,2020-04-19 15:57:49,23.46,116.77,78.8,78,55,4.47,broken clouds,0.0,0.0
520,Moerai,PF,2020-04-19 15:57:49,-22.43,-151.33,78.57,81,1,13.98,light rain,0.6,0.0
521,Barstow,US,2020-04-19 15:57:49,34.9,-117.02,54.0,66,1,9.17,clear sky,0.0,0.0
522,Zhaotong,CN,2020-04-19 15:57:50,27.32,103.72,55.8,49,70,4.88,light rain,0.13,0.0
523,Hospet,IN,2020-04-19 15:57:50,15.27,76.4,90.59,19,23,8.57,few clouds,0.0,0.0
524,Aykhal,RU,2020-04-19 15:53:55,66.0,111.5,21.2,48,0,2.24,clear sky,0.0,0.0
525,Nador,MA,2020-04-19 15:55:26,35.17,-2.93,66.2,63,51,20.8,light rain,0.19,0.0
526,Yerbogachen,RU,2020-04-19 15:54:37,61.28,108.01,16.88,91,0,2.39,clear sky,0.0,0.0
527,Takoradi,GH,2020-04-19 15:57:51,4.88,-1.76,87.39,65,53,13.65,light rain,0.75,0.0
528,Bombay,IN,2020-04-19 15:57:22,19.01,72.85,89.6,62,0,6.93,haze,0.0,0.0
529,Eregli,TR,2020-04-19 15:57:51,37.51,34.05,69.53,20,20,1.66,few clouds,0.0,0.0
530,Russell,US,2020-04-19 15:45:22,32.35,-85.2,53.6,87,90,6.93,light rain,0.0,0.0
531,Blagoyevo,RU,2020-04-19 15:57:52,63.37,47.92,36.23,92,100,3.36,light snow,0.0,0.23
532,Taksimo,RU,2020-04-19 15:57:52,56.34,114.88,13.55,81,44,6.4,scattered clouds,0.0,0.0
533,Yulara,AU,2020-04-19 15:57:52,-25.24,130.99,75.2,31,4,4.7,clear sky,0.0,0.0
534,Natal,BR,2020-04-19 15:57:52,-5.79,-35.21,87.8,62,20,11.41,few clouds,0.0,0.0
535,Birnin Kebbi,NG,2020-04-19 15:57:53,12.45,4.2,104.79,15,62,1.45,broken clouds,0.0,0.0
536,Nouadhibou,MR,2020-04-19 15:57:16,20.93,-17.03,73.4,60,0,20.8,clear sky,0.0,0.0
537,Puerto Escondido,MX,2020-04-19 15:57:53,15.85,-97.07,87.8,79,20,5.3,few clouds,0.0,0.0
538,Sur,OM,2020-04-19 15:54:42,22.57,59.53,83.25,60,0,3.98,clear sky,0.0,0.0
539,Bathsheba,BB,2020-04-19 15:49:28,13.22,-59.52,87.8,55,40,23.04,scattered clouds,0.0,0.0
540,Knyaginino,RU,2020-04-19 15:57:54,55.82,45.03,44.28,58,100,3.74,light rain,0.46,0.0
541,Hun,LY,2020-04-19 15:57:54,29.13,15.95,91.53,10,93,7.23,overcast clouds,0.0,0.0
542,Leningradskiy,RU,2020-04-19 15:49:00,69.38,178.42,3.92,91,94,6.42,overcast clouds,0.0,0.0
543,Beira,MZ,2020-04-19 15:52:59,-19.84,34.84,82.4,54,20,14.99,few clouds,0.0,0.0
544,San Marcos De Colon,HN,2020-04-19 15:57:55,13.43,-86.8,81.23,31,6,4.14,clear sky,0.0,0.0
545,Dublin,US,2020-04-19 15:54:35,37.7,-121.94,57.0,81,1,1.68,clear sky,0.0,0.0
546,Iquitos,PE,2020-04-19 15:54:01,-3.75,-73.25,78.8,83,75,3.36,broken clouds,0.0,0.0
547,Cerrito,CO,2020-04-19 15:57:56,6.84,-72.69,77.0,65,40,5.82,scattered clouds,0.0,0.0
548,Gorontalo,ID,2020-04-19 15:57:56,0.54,123.06,77.7,87,97,3.0,moderate rain,5.69,0.0
549,Vilhena,BR,2020-04-19 15:57:56,-12.74,-60.15,78.8,78,20,12.75,few clouds,0.0,0.0
550,Pevek,RU,2020-04-19 15:54:20,69.7,170.31,3.0,94,100,4.59,light snow,0.0,0.15
551,Khasan,RU,2020-04-19 15:54:35,42.43,130.64,44.26,87,100,9.75,overcast clouds,0.0,0.0
552,Luau,AO,2020-04-19 15:57:57,-10.71,22.22,74.66,63,81,3.04,moderate rain,3.43,0.0
553,Phan Thiet,VN,2020-04-19 15:49:48,10.93,108.1,78.44,80,15,4.59,few clouds,0.0,0.0
554,Kloulklubed,PW,2020-04-19 15:57:57,7.04,134.26,77.0,94,75,3.36,broken clouds,0.0,0.0
555,Santa Rosalia,MX,2020-04-19 15:57:57,27.32,-112.28,67.57,35,70,4.47,broken clouds,0.0,0.0
556,Rutland,US,2020-04-19 15:56:03,43.62,-73.02,48.2,45,1,8.05,clear sky,0.0,0.0
557,High Prairie,CA,2020-04-19 15:57:58,55.43,-116.49,36.93,73,56,7.61,broken clouds,0.0,0.0
558,Gimbi,ET,2020-04-19 15:57:58,9.17,35.83,77.61,14,98,2.93,overcast clouds,0.0,0.0
559,Zambezi,ZM,2020-04-19 15:57:59,-13.54,23.1,78.78,41,30,7.56,scattered clouds,0.0,0.0
560,Poya,NC,2020-04-19 15:57:59,-21.35,165.15,75.9,83,48,6.02,light rain,0.2,0.0
561,Ingham,US,2020-04-19 15:57:59,42.6,-84.38,55.4,47,1,8.05,clear sky,0.0,0.0
562,Wawina,HN,2020-04-19 15:57:59,15.42,-84.43,85.68,59,14,4.47,light rain,0.16,0.0
563,Lebu,CL,2020-04-19 15:54:27,-37.62,-73.65,60.04,67,100,5.75,overcast clouds,0.0,0.0
564,Tabou,CI,2020-04-19 15:49:12,4.42,-7.35,86.23,68,100,9.71,overcast clouds,0.0,0.0
565,Betsiamites,CA,2020-04-19 15:58:00,48.94,-68.65,48.2,64,90,6.93,overcast clouds,0.0,0.0
566,Kenora,CA,2020-04-19 15:58:01,49.82,-94.43,23.0,41,40,6.93,scattered clouds,0.0,0.0
567,Alofi,NU,2020-04-19 15:54:53,-19.06,-169.92,77.0,94,43,8.05,scattered clouds,0.0,0.0
568,Gondanglegi,ID,2020-04-19 15:58:01,-7.75,112.01,77.38,87,100,1.97,moderate rain,3.17,0.0
569,Doha,QA,2020-04-19 15:53:32,25.29,51.53,81.0,78,100,5.82,overcast clouds,0.0,0.0
570,Mujiayingzi,CN,2020-04-19 15:58:02,42.12,118.78,42.03,48,66,27.98,broken clouds,0.0,0.0
571,Biltine,TD,2020-04-19 15:58:02,14.53,20.92,101.25,7,99,10.98,overcast clouds,0.0,0.0
572,Slave Lake,CA,2020-04-19 15:58:02,55.28,-114.77,32.0,71,1,2.24,clear sky,0.0,0.0
573,Noumea,NC,2020-04-19 15:54:17,-22.28,166.46,80.01,83,82,5.82,moderate rain,0.0,0.0
